OBJECTID Periode1 Periode2 Ala Ana Bab Bam Tes Blb Abb Esl Cyc Cog Sqc Gaa Pup Rur Gog Gyc Chn Bba Lol Tht Amm Pef Leg Sce Sal Sas Alb Tit Pat Sat Php Lel
450175 P4 P5 unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied 
450175 P2 P3 unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted colonized unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied unoccupied persisted extirpated unoccupied persisted persisted unoccupied 
450175 P3 P4 unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied 
450175 P7 P8 unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated persisted persisted unoccupied unoccupied colonized persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied 
450175 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied persisted colonized unoccupied persisted persisted unoccupied 
450177 P3 P4 persisted persisted persisted unoccupied unoccupied extirpated persisted persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied extirpated unoccupied unoccupied unoccupied persisted 
450177 P1 P2 persisted persisted persisted unoccupied unoccupied colonized persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted extirpated unoccupied extirpated unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
450177 P4 P5 persisted persisted persisted unoccupied unoccupied colonized persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied colonized unoccupied unoccupied unoccupied persisted 
450177 P5 P6 persisted persisted extirpated unoccupied unoccupied persisted persisted extirpated persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied extirpated unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated 
450177 P7 P8 persisted persisted extirpated unoccupied unoccupied persisted persisted persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted colonized unoccupied unoccupied unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated 
450177 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied colonized unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized 
450177 P6 P7 persisted persisted colonized unoccupied unoccupied persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied persisted persisted extirpated unoccupied unoccupied unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized 
450203 P4 P5 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated persisted persisted unoccupied extirpated persisted persisted extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted extirpated unoccupied extirpated persisted persisted 
450203 P2 P3 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated extirpated persisted persisted unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied persisted unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted persisted 
450203 P3 P4 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized persisted persisted unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied extirpated unoccupied colonized unoccupied extirpated unoccupied unoccupied colonized persisted unoccupied persisted persisted persisted 
450203 P1 P2 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied colonized persisted persisted persisted unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied colonized unoccupied persisted unoccupied colonized unoccupied unoccupied extirpated persisted unoccupied persisted persisted persisted 
450211 P4 P5 persisted persisted extirpated unoccupied unoccupied persisted persisted extirpated extirpated unoccupied persisted unoccupied unoccupied persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
450211 P6 P7 persisted persisted colonized unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied extirpated extirpated 
450211 P5 P6 persisted persisted unoccupied unoccupied unoccupied persisted persisted colonized colonized unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied colonized colonized 
450211 P2 P3 persisted persisted unoccupied unoccupied unoccupied persisted persisted persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied colonized persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated 
450211 P7 P8 persisted persisted extirpated unoccupied unoccupied extirpated persisted persisted extirpated unoccupied persisted unoccupied colonized persisted persisted extirpated unoccupied persisted unoccupied unoccupied extirpated persisted persisted persisted extirpated unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
450211 P1 P2 persisted persisted unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated persisted unoccupied unoccupied extirpated persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized 
450211 P3 P4 persisted persisted colonized unoccupied unoccupied persisted persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
450213 P5 P6 extirpated persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450213 P2 P3 persisted colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied colonized unoccupied unoccupied unoccupied persisted unoccupied persisted persisted persisted 
450213 P3 P4 extirpated persisted colonized unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied persisted unoccupied persisted persisted persisted 
450213 P4 P5 colonized persisted persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted persisted 
450213 P6 P7 unoccupied persisted extirpated unoccupied unoccupied unoccupied unoccupied unoccupied colonized persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450213 P1 P2 persisted extirpated unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted persisted persisted 
450215 P4 P5 persisted persisted persisted unoccupied unoccupied persisted extirpated unoccupied extirpated persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted extirpated unoccupied persisted colonized unoccupied extirpated persisted persisted 
450215 P5 P6 persisted persisted persisted unoccupied unoccupied extirpated colonized unoccupied colonized persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted colonized unoccupied persisted persisted unoccupied colonized persisted persisted 
450215 P6 P7 persisted persisted persisted unoccupied unoccupied colonized persisted colonized extirpated persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied extirpated persisted unoccupied persisted persisted unoccupied extirpated persisted persisted 
450215 P3 P4 persisted persisted persisted unoccupied unoccupied persisted persisted unoccupied colonized persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied colonized colonized unoccupied persisted unoccupied unoccupied colonized persisted persisted 
450215 P7 P8 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated unoccupied persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied colonized persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted 
450215 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated extirpated persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied extirpated extirpated persisted persisted 
450215 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted persisted colonized persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied colonized colonized persisted persisted 
450219 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated persisted persisted unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied 
450219 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450219 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted extirpated unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450219 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450219 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450219 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied persisted colonized unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450219 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450255 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450255 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450281 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted colonized unoccupied unoccupied extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied 
450281 P7 P8 unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450281 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted colonized unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450281 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted extirpated unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied 
450281 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted extirpated 
450281 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450281 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted colonized 
450285 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied persisted persisted unoccupied 
450285 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450325 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450325 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted extirpated persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450325 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450325 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450325 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted colonized persisted unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied colonized extirpated unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450325 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450325 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied colonized unoccupied persisted unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted colonized 
450333 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied extirpated extirpated unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450333 P1 P2 extirpated persisted unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied colonized persisted unoccupied unoccupied extirpated unoccupied persisted persisted persisted 
450333 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied extirpated extirpated unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450333 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450333 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450333 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450333 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied colonized colonized unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
450343 P1 P2 unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied 
450351 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied 
450351 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450351 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450351 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied 
450351 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied colonized unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450351 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted extirpated unoccupied 
450351 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted colonized unoccupied 
450403 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P6 P7 unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P5 P6 unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
450403 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied persisted persisted unoccupied 
