OBJECTID Periode1 Periode2 Ala Ana Bab Bam Tes Blb Abb Esl Cyc Cog Sqc Gaa Pup Rur Gog Gyc Chn Bba Lol Tht Amm Pef Leg Sce Sal Sas Alb Tit Pat Sat Php Lel
454167 P6 P7 persisted persisted persisted unoccupied unoccupied extirpated extirpated persisted persisted persisted persisted unoccupied extirpated persisted persisted persisted persisted persisted unoccupied unoccupied extirpated persisted persisted unoccupied unoccupied unoccupied extirpated unoccupied unoccupied persisted persisted persisted 
454167 P3 P4 persisted persisted persisted unoccupied unoccupied extirpated persisted persisted unoccupied persisted persisted unoccupied colonized persisted persisted extirpated persisted persisted unoccupied unoccupied extirpated persisted persisted colonized unoccupied unoccupied extirpated extirpated unoccupied persisted persisted persisted 
454167 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted persisted unoccupied persisted persisted unoccupied persisted persisted persisted persisted persisted persisted unoccupied unoccupied persisted persisted persisted extirpated unoccupied unoccupied colonized persisted unoccupied persisted persisted persisted 
454167 P4 P5 persisted persisted persisted unoccupied unoccupied unoccupied extirpated persisted colonized persisted persisted unoccupied persisted persisted persisted colonized persisted persisted unoccupied unoccupied colonized persisted persisted extirpated unoccupied unoccupied colonized unoccupied unoccupied persisted persisted persisted 
454169 P5 P6 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted colonized persisted unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454169 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted colonized unoccupied unoccupied persisted persisted persisted extirpated extirpated unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted 
454169 P3 P4 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted colonized unoccupied unoccupied persisted persisted persisted persisted colonized unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454169 P4 P5 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied extirpated persisted extirpated persisted extirpated unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454169 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted extirpated unoccupied unoccupied persisted persisted persisted colonized unoccupied unoccupied colonized persisted unoccupied unoccupied unoccupied persisted 
454172 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied persisted persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted colonized 
454172 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted extirpated persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied 
454172 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied extirpated colonized persisted persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied extirpated unoccupied colonized persisted extirpated 
454172 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied persisted extirpated persisted colonized persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized persisted persisted unoccupied unoccupied unoccupied persisted unoccupied colonized persisted colonized 
454172 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied extirpated persisted extirpated 
454175 P7 P8 persisted persisted persisted unoccupied unoccupied persisted extirpated persisted persisted extirpated persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted colonized unoccupied persisted persisted unoccupied unoccupied persisted persisted 
454175 P4 P5 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted colonized persisted unoccupied unoccupied persisted persisted persisted colonized unoccupied unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted 
454175 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted colonized persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454175 P5 P6 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted extirpated persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted extirpated unoccupied persisted persisted unoccupied unoccupied persisted persisted 
454175 P3 P4 persisted persisted persisted unoccupied unoccupied persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated unoccupied unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted persisted unoccupied unoccupied colonized persisted 
454175 P6 P7 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted colonized persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted persisted 
454175 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated persisted extirpated persisted unoccupied unoccupied persisted persisted persisted persisted extirpated unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454177 P4 P5 persisted persisted persisted unoccupied unoccupied extirpated persisted persisted colonized persisted persisted unoccupied unoccupied persisted persisted persisted colonized persisted unoccupied unoccupied unoccupied persisted persisted extirpated extirpated unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied 
454177 P3 P4 persisted persisted persisted unoccupied unoccupied colonized persisted persisted extirpated colonized persisted unoccupied unoccupied persisted persisted persisted extirpated colonized unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted persisted unoccupied unoccupied unoccupied extirpated 
454177 P6 P7 persisted persisted colonized unoccupied unoccupied colonized persisted persisted persisted extirpated persisted unoccupied unoccupied persisted persisted persisted colonized unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted extirpated unoccupied persisted colonized unoccupied unoccupied colonized unoccupied 
454177 P7 P8 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted colonized persisted unoccupied unoccupied persisted persisted persisted extirpated colonized unoccupied unoccupied unoccupied persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied extirpated unoccupied 
454177 P5 P6 persisted persisted extirpated unoccupied unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied persisted persisted persisted extirpated extirpated unoccupied unoccupied unoccupied persisted extirpated colonized colonized unoccupied persisted extirpated unoccupied unoccupied unoccupied unoccupied 
454177 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted extirpated unoccupied unoccupied extirpated persisted unoccupied unoccupied unoccupied unoccupied 
454177 P2 P3 persisted persisted persisted unoccupied unoccupied extirpated persisted persisted persisted extirpated persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted colonized colonized unoccupied colonized persisted unoccupied unoccupied unoccupied colonized 
432592 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied 
432592 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied persisted extirpated colonized unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
432592 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied 
432592 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied persisted colonized persisted unoccupied unoccupied persisted unoccupied unoccupied colonized persisted colonized unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted persisted unoccupied 
432592 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted extirpated colonized unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied 
432592 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted colonized extirpated unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied 
454189 P4 P5 colonized persisted persisted unoccupied unoccupied unoccupied colonized colonized unoccupied persisted persisted unoccupied persisted persisted persisted extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted extirpated extirpated unoccupied unoccupied unoccupied colonized unoccupied persisted persisted persisted 
454189 P1 P2 colonized persisted persisted unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied extirpated unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
454189 P3 P4 extirpated persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted colonized unoccupied persisted unoccupied unoccupied unoccupied persisted colonized colonized unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
454189 P2 P3 persisted persisted persisted unoccupied unoccupied unoccupied extirpated extirpated unoccupied persisted persisted unoccupied persisted persisted persisted extirpated unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted 
454191 P4 P5 persisted extirpated persisted unoccupied unoccupied colonized unoccupied colonized unoccupied persisted persisted unoccupied unoccupied persisted persisted extirpated extirpated persisted extirpated unoccupied persisted persisted persisted unoccupied colonized unoccupied persisted unoccupied unoccupied extirpated unoccupied colonized 
454191 P3 P4 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied colonized persisted unoccupied unoccupied persisted persisted persisted persisted persisted colonized unoccupied persisted persisted persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted unoccupied extirpated 
454191 P1 P2 persisted persisted persisted unoccupied unoccupied extirpated unoccupied persisted unoccupied colonized persisted unoccupied unoccupied persisted persisted persisted persisted persisted persisted unoccupied persisted persisted persisted unoccupied persisted unoccupied persisted extirpated unoccupied persisted unoccupied persisted 
454191 P2 P3 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied extirpated persisted unoccupied unoccupied persisted persisted persisted persisted persisted extirpated unoccupied persisted persisted persisted unoccupied extirpated unoccupied persisted unoccupied unoccupied persisted unoccupied persisted 
454193 P3 P4 persisted persisted persisted unoccupied unoccupied colonized unoccupied persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted unoccupied extirpated persisted unoccupied unoccupied persisted persisted persisted colonized colonized unoccupied persisted persisted unoccupied unoccupied extirpated colonized 
454193 P6 P7 persisted persisted persisted unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied extirpated unoccupied unoccupied persisted extirpated persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied 
454193 P4 P5 persisted persisted persisted unoccupied unoccupied extirpated unoccupied extirpated unoccupied colonized persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated persisted unoccupied persisted extirpated unoccupied unoccupied unoccupied persisted 
454193 P5 P6 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied colonized unoccupied extirpated persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied extirpated 
454193 P2 P3 persisted persisted persisted unoccupied unoccupied unoccupied extirpated colonized persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted persisted unoccupied extirpated unoccupied persisted persisted unoccupied unoccupied persisted extirpated 
454193 P1 P2 persisted persisted persisted unoccupied unoccupied unoccupied persisted extirpated persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted 
454199 P2 P3 extirpated persisted unoccupied unoccupied unoccupied unoccupied unoccupied colonized extirpated persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted 
454199 P5 P6 unoccupied extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied colonized persisted persisted colonized colonized unoccupied colonized extirpated unoccupied unoccupied unoccupied persisted 
454199 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied extirpated persisted persisted extirpated unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied persisted 
454199 P6 P7 unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted extirpated unoccupied extirpated unoccupied unoccupied unoccupied unoccupied persisted 
454199 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted 
454199 P1 P2 persisted persisted extirpated unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted 
454199 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied extirpated persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied extirpated 
454213 P2 P3 persisted persisted colonized unoccupied unoccupied persisted colonized persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted extirpated unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
454213 P3 P4 persisted persisted persisted unoccupied unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
454213 P4 P5 persisted persisted extirpated unoccupied unoccupied persisted extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied unoccupied unoccupied 
454213 P1 P2 colonized persisted unoccupied unoccupied unoccupied persisted extirpated persisted unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied colonized persisted persisted colonized unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied 
454215 P4 P5 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated colonized colonized persisted unoccupied unoccupied persisted persisted extirpated persisted persisted unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted extirpated unoccupied unoccupied unoccupied persisted 
454215 P3 P4 persisted persisted persisted unoccupied unoccupied persisted persisted persisted extirpated extirpated persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted persisted colonized persisted unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454215 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated extirpated extirpated persisted unoccupied unoccupied persisted persisted persisted persisted persisted extirpated unoccupied unoccupied persisted persisted unoccupied persisted unoccupied persisted extirpated unoccupied unoccupied unoccupied persisted 
454215 P7 P8 persisted persisted persisted unoccupied unoccupied persisted persisted persisted persisted colonized persisted unoccupied colonized persisted persisted extirpated persisted persisted unoccupied unoccupied unoccupied persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454215 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted colonized colonized colonized persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted persisted unoccupied persisted unoccupied persisted colonized unoccupied unoccupied unoccupied persisted 
454215 P6 P7 persisted persisted persisted unoccupied unoccupied persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied unoccupied unoccupied persisted persisted unoccupied persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454215 P5 P6 persisted persisted persisted unoccupied unoccupied persisted persisted unoccupied persisted extirpated persisted unoccupied unoccupied persisted persisted colonized persisted persisted unoccupied unoccupied unoccupied persisted persisted extirpated persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454219 P2 P3 persisted persisted persisted unoccupied unoccupied persisted colonized persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted colonized persisted unoccupied unoccupied persisted persisted persisted colonized extirpated unoccupied persisted extirpated unoccupied colonized unoccupied persisted 
454219 P1 P2 persisted persisted persisted unoccupied unoccupied persisted unoccupied persisted persisted unoccupied persisted extirpated unoccupied persisted persisted persisted extirpated persisted unoccupied unoccupied colonized persisted persisted extirpated persisted unoccupied persisted colonized unoccupied unoccupied unoccupied persisted 
454223 P2 P3 persisted persisted persisted unoccupied unoccupied persisted colonized extirpated colonized unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied extirpated persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454223 P1 P2 persisted persisted persisted unoccupied unoccupied persisted extirpated persisted extirpated unoccupied persisted extirpated unoccupied persisted persisted extirpated extirpated persisted unoccupied unoccupied persisted persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454225 P2 P3 persisted persisted persisted unoccupied unoccupied extirpated persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted colonized colonized unoccupied extirpated persisted persisted colonized persisted unoccupied persisted unoccupied unoccupied colonized unoccupied persisted 
454225 P1 P2 persisted persisted persisted unoccupied unoccupied colonized persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted persisted persisted extirpated unoccupied unoccupied colonized persisted persisted extirpated persisted unoccupied persisted unoccupied unoccupied unoccupied unoccupied persisted 
454227 P1 P2 persisted persisted persisted unoccupied unoccupied persisted persisted extirpated persisted colonized persisted unoccupied unoccupied persisted persisted extirpated extirpated persisted unoccupied unoccupied colonized persisted persisted unoccupied persisted unoccupied persisted colonized unoccupied unoccupied unoccupied persisted 
454227 P2 P3 persisted persisted persisted unoccupied unoccupied persisted persisted colonized persisted persisted persisted unoccupied unoccupied persisted persisted colonized colonized persisted unoccupied unoccupied persisted persisted persisted colonized persisted unoccupied persisted persisted unoccupied unoccupied unoccupied persisted 
454229 P2 P3 unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied extirpated unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted colonized 
454229 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
454229 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
454229 P7 P8 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied colonized extirpated extirpated persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
454229 P1 P2 unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted colonized persisted unoccupied extirpated persisted unoccupied colonized unoccupied persisted colonized unoccupied unoccupied unoccupied extirpated unoccupied unoccupied persisted persisted unoccupied 
454229 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied 
454229 P3 P4 unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated persisted colonized unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted extirpated 
454235 P6 P7 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454235 P2 P3 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated colonized extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454235 P3 P4 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized extirpated unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454235 P5 P6 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454235 P1 P2 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied extirpated persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted extirpated colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454235 P4 P5 unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454237 P4 P5 persisted extirpated unoccupied unoccupied unoccupied persisted persisted persisted colonized unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted extirpated unoccupied unoccupied unoccupied colonized unoccupied unoccupied persisted persisted 
454237 P7 P8 persisted colonized unoccupied unoccupied unoccupied persisted persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied colonized persisted persisted colonized unoccupied unoccupied unoccupied colonized unoccupied unoccupied persisted extirpated 
454237 P1 P2 persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied persisted persisted 
454237 P2 P3 persisted persisted unoccupied unoccupied unoccupied unoccupied persisted persisted persisted unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454237 P3 P4 persisted persisted unoccupied unoccupied unoccupied colonized persisted persisted extirpated unoccupied persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted colonized unoccupied unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted 
454239 P3 P4 persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted 
454239 P2 P3 persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted extirpated persisted persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized persisted unoccupied unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted 
454239 P1 P2 persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted colonized persisted persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied extirpated persisted extirpated unoccupied unoccupied unoccupied persisted unoccupied unoccupied persisted persisted 
454239 P4 P5 persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated unoccupied persisted persisted unoccupied unoccupied persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied unoccupied persisted extirpated 
454241 P7 P8 persisted persisted persisted unoccupied unoccupied unoccupied unoccupied extirpated unoccupied extirpated persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied persisted persisted colonized 
454241 P1 P2 unoccupied persisted persisted unoccupied unoccupied unoccupied unoccupied unoccupied extirpated persisted persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied unoccupied unoccupied unoccupied colonized unoccupied persisted persisted persisted 
454241 P2 P3 unoccupied persisted persisted unoccupied unoccupied unoccupied colonized unoccupied unoccupied extirpated persisted unoccupied persisted persisted persisted unoccupied unoccupied persisted unoccupied unoccupied unoccupied persisted unoccupied unoccupied unoccupied unoccupied unoccupied persisted unoccupied persisted persisted persisted 
